ProductCode,ProductName,MODEL,SKU_TYPE,CATEGORY,SUB_CATEGORY,SIZE_GROUP
S8855671011099,สินค้าตัวโชว์ HAIER เครื่องซักผ้า 2 ถัง ขนาด 16 Kg. HWM-T160N สีขาว,HWM-T160N,DEMO,WM,Twin Tub,15-19KG
8855671022484,HAIER เครื่องซักผ้า 2 ถัง กึ่งอัตโนมัติ ขนาดWash 18 kg HWM-T180N2 สีเทา,HWM-T180N2,SELLABLE,WM,Twin Tub,15-19KG
8855671020725,HAIER เครื่องซักผ้า 2 ถัง กึ่งอัตโนมัติ ขนาด Wash8.5kg /Spin 6kg HWM-T85N2,HWM-T85N2,SELLABLE,WM,Twin Tub,↓ 10KG
S8855671020725,สินค้าตัวโชว์ HAIER เครื่องซักผ้า 2 ถัง กึ่งอัตโนมัติ ขนาด Wash8.5kg /Spin 6kg HWM-T85N2 สีขาว,HWM-T85N2,DEMO,WM,Twin Tub,↓ 10KG
S6971926017684,สินค้าตัวโชว์ HAIER โทรทัศน์ Digital 32 นิ้ว LE32B9600T สีดำ,LE32B9600T,DEMO,TV,FHD,↓ 43"
S6971926011538,สินค้าตัวโชว์ HAIER Androld TV HD LED ขนาด 32 นิ้ว  32K9000T สีดำ,LE32K9000T,DEMO,TV,FHD,↓ 43"
S6971926015666,สินค้าตัวโชว์ HAIER  ทีวี 32นิ้ว  Smart Android 9 จอ LED  DigitalTV  รุ่น LE32M9000A สีดำ,LE32M9000A,DEMO,TV,FHD,↓ 43"
S6971926014195,สินค้าตัวโชว์ HAIER TV Digital Miracast Full HD ขนาด 42 นิ้ว  LE42K8000 สีดำ,LE42K8000,DEMO,TV,FHD,↓ 43"
S6971926015208,สินค้าตัวโชว์ HAIER Smart TV Android ขนาด 55 นิ้ว LE55B9600U สีดำ,LE55B9600U,DEMO,TV,UHD,55-58"
8855671030236,Haier ตู้แช่เครื่องดื่ม 3 ประตู ขนาด 37.6 คิว รุ่น SC-1065VC3 สีขาว,SC-1065VC3,SELLABLE,FZ,Beverage,20Q ↑
S8855671028516,สินค้าตัวโชว์ HAIER ตู้แช่เย็น 3 ประตู ขนาด 38.3 คิว รุ่น SC-165VC3 สีขาว,SC-165VC3,DEMO,FZ,Beverage,20Q ↑
8855671027472,HAIER ตู้แช่เครื่องดื่ม 1 ประตู ขนาด 10 คิว  รุ่น SC-310BC สีขาว,SC-310BC,SELLABLE,FZ,Beverage,↓ 10Q
8855671030229,HAIER ตู้แช่เครื่องดื่ม 1 ประตู 11.3 คิว SC-340BC-V4 สีขาว,SC-340BC-V4,SELLABLE,FZ,Beverage,10-14.9Q
8855671023061,HAIER ตู้แช่เครื่องดื่ม 1 ประตู 13.8 คิว SC-412BC-V2 สีขาว,SC-412BC-V2,SELLABLE,FZ,Beverage,10-14.9Q
8855671026833,HAIER ตู้แช่เครื่องดื่ม 2 ประตู ขนาด 27 คิว SC-763BC2,SC-763BC2,SELLABLE,FZ,Beverage,20Q ↑
S8855671026833,สินค้าตัวโชว์ HAIER ตู้แช่เครื่องดื่ม 2 ประตู ขนาด 25.8 คิว SC-763BC2 สีขาว,SC-763BC2,DEMO,FZ,Beverage,20Q ↑
8855671033442,HAIER ตู้แช่เครื่องดื่ม 2 ประตู SC-763BC3 ขนาด 25.8 คิว สีขาว,SC-763BC3,SELLABLE,FZ,Beverage,20Q ↑
8855671016353,HAIER ตู้แช่แข็งฝากระจกโค้ง SD-332A สีขาว,SD-332D,SELLABLE,FZ,Glass,↓ 10Q
8855671027311,HAIER ตู้แช่แข็ง ฝากระจกโค้ง  ขนาด 9.2 คิว รุ่น SD-332DP สีขาว,SD-332DP,SELLABLE,FZ,Glass,↓ 10Q
8855671027335,HAIER ตู้แช่แข็งฝากระจกโค้ง 12.9 คิว HAIER SD-517DP สีขาว,SD-517DP,SELLABLE,FZ,Glass,10-14.9Q
S8855671028769,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาหน้า อินเวอร์เตอร์ 9.5 กก.  HW95-BP14929AS6  1400RPM  สีเทาเข้ม,HW95-BP14929AS6,DEMO,WM,Front Load,↓ 10KG
8855671020923,HAIER เครื่องทำน้ำอุ่น 3500 วัตต์ Mechanical Series  EI35E(DW) สีขาว,EI35E(DW),SELLABLE,WH,Digital,3500W
8855671022798,HAIER เครื่องทำน้ำอุ่น ขนาด 3500 วัตต์ EI35M1(S) สีเทา,EI35M1(S),SELLABLE,WH,Manual,3500W
8855671022781,HAIER เครื่องทำน้ำอุ่น ขนาด 3500 วัตต์ รุ่น EI35M1(W) สีขาว,EI35M1(W),SELLABLE,WH,Manual,3500W
8855671014182,HAIER เครื่องทำน้ำอุ่น ขนาด 3500 วัตต์ EI35M-B สีขาว,EI35M-B,SELLABLE,WH,Manual,3500W
8855671022743,HAIER เครื่องทำน้ำอุ่น ขนาด 4500 วัตต์ EI45G1(S) Digital สีเทา,EI45G1(S),SELLABLE,WH,Manual,4500W
8855671025232,HAIER เครื่องทำน้ำอุ่น ขนาด 4500 วัตต์ EI45H2(B) Digital สีดำ,EI45H2(B),SELLABLE,WH,Digital,4500W
8855671022804,HAIER เครื่องทำน้ำอุ่น ขนาด 4500 วัตต์ EI45M1(W) สีขาว,EI45M1(W),SELLABLE,WH,Manual,4500W
S6971926014980,สินค้าตัวโชว์ HAIER LED Digital TV  32 นิ้ว รุ่น H32F6000,H32F6000,DEMO,TV,FHD,↓ 43"
S8855671033312,สินค้าตัวโชว์ HAIER Smart TV ขนาด 32 นิ้ว รุ่น H32S80EFX สีดำ,H32S80EFX,DEMO,TV,QLED,↓ 43"
6971926017035,HAIER Smart TV Android ขนาด 43 นิ้ว รุ่น H43D6FG สีดำ,H43D6FG,SELLABLE,TV,FHD,43-50"
S6971926019954,สินค้าตัวโชว์ Haier Smart TV Android 11 ขนาด 43 นิ้ว รุ่น H43K6FG Plus สีดำ,H43K6FG PLUS,DEMO,TV,FHD,43-50"
6971926015253,HAIER Smart ทีวี Android ขนาด 50 นิ้ว H50K6UG สีดำ,H50K6UG,SELLABLE,TV,UHD,43-50"
S6971926019992,สินค้าตัวโชว์ HAIER โทรทัศน์  Smart TV 4K UHD รุ่น H55K6UG ขนาด 55  นิ้ว สีดำ,H55K6UG PLUS,DEMO,TV,UHD,55-58"
S6976454831863,สินค้าตัวโชว์ HAIER Smart TV ขนาด 55 นิ้ว รุ่น H55S80EUX สีดำ,H55S80EUX,DEMO,TV,QLED,55-58"
S6971926019626,"สินค้าตัวโชว์ HAIER โทรทัศน์ LED TV ขนาด 58 นิ้ว (4K, Android TV) รุ่น H58K66UG สีดำ",H58K66UG,DEMO,TV,UHD,55-58"
6971926017042,HAIER Smart TV Android 4K HQLED ขนาด 65 นิ้ว รุ่น H65S6UG PRO สีดำ,H65S6UG PRO,SELLABLE,TV,QLED,65-70"
S6976454831870,สินค้าตัวโชว์ HAIER Smart TV ขนาด 65 นิ้ว รุ่น H65S80EUX สีดำ,H65S80EUX,DEMO,TV,QLED,65-70"
6976454830019,HAIER Smart TV ขนาด 75 นิ้ว รุ่น H75S800UX สีดำ,H75S800UX,SELLABLE,TV,QLED,75" ↑
6971926012931,โทรทัศน์ Google TV QLED 4K รุ่น H98S900UX สีดำ,H98S900UX,SELLABLE,TV,QLED,75" ↑
8855671018722,HAIER หม้อทอดไร้น้ำมัน ขนาด 2.5 ลิตร HAF-K25B1 สีดำ,HAF-K25B1,SELLABLE,SDA,Air Frier,0
S6930265302967,สินค้าตัวโชว์ ตู้แช่ฝาทึบ 2 ระบบ รุ่น HCF-108C2 ขนาด 3.5 คิว สีขาว,HCF-108C2,DEMO,FZ,Chest,↓ 10Q
8855671022514,HAIER ตู้แช่ Chest Freezer 7.1 คิว HCF-200HM สีขาว,HCF-200HM,SELLABLE,FZ,Chest,↓ 10Q
S8855671022514,สินค้าตัวโชว์ HAIER ตู้แช่ Chest Freezer 7.1 คิว HCF-200HM สีขาว,HCF-200HM,DEMO,FZ,Chest,↓ 10Q
S8855671027816,สินค้าตัวโชว์ HAIER ตู้แช่ฝาทึบ 2 ระบบ ขนาด 5.0 คิว รุ่น HCF-208C2 สีขาว,HCF-208C2,DEMO,FZ,Chest,↓ 10Q
8855671016223,HAIER ตู้แช่ 2 ระบบ 5 คิว HCF-208H-2 สีขาว,HCF-208H-2,SELLABLE,FZ,Chest,↓ 10Q
S8855671027823,สินค้าตัวโชว์ HAIER ตู้แช่ฝาทึบ 2 ระบบ ขนาด 7.0 คิว รุ่น HCF-228C2 สีขาว,HCF-228C2,DEMO,FZ,Chest,↓ 10Q
S8855671024754,สินค้าตัวโชว์ HAIER ตู้แช่แข็งฝาทึบ 2 ระบบ ขนาด 10.8Q รุ่น HCF-350DP สีขาว,HCF-350DP,DEMO,FZ,Chest,10-14.9Q
8855671014090,"HAIER เครื่องปรับอากาศแบบตั้ง/แขวน Fixed Speed ขนาด 31,301 BTU HCFU-30CS410A สีขาว",HCFU-30CS410A,SELLABLE,CAC,CEILING,0
8855671030670,"Haier เครื่องปรับอากาศ แบบสี่ทิศทาง ขนาด 26,082 BTU รุ่น HCSI-25PSR32 (INVERTER) (ROUND FLOW INVERTER)",HCSI-25PSR32,SELLABLE,CAC,CASSETTE,0
8855671030717,"Haier เครื่องปรับอากาศ แบบสี่ทิศทาง ขนาด 36,528 BTU รุ่น HCSI-36PSR32 (INVERTER) (ROUND FLOW INVERTER) 220V.",HCSI-36PSR32,SELLABLE,CAC,CASSETTE,0
8855671018456,HAIER เครื่องปรับอากาศแบบตั้ง/แขวน Fixed Speed ขนาด 18000 BTU HCSU-18AS410A สีขาว,HCSU-18AS410A,SELLABLE,CAC,CASSETTE,0
S8855671026727,สินค้าตัวโชว์ HAIER เครื่องอบผ้าฝาหน้า ขนาด 10 กก. รุ่น HD100-AR959S สีดำ,HD100-AR959S,DEMO,WM,Dryer,10-14KG
S8855671016957,สินค้าตัวโชว์ HAIER เครื่องอบผ้า ขนาด 7 KG. Model HDV70E1 สีขาว,HDV70E1,DEMO,WM,Dryer,↓ 10KG
8855671023306,HAIER ไมโครเวฟ ขนาด 25L หน้าสแตนเลส HMW-E2501B สีดำ,HMW-E2501B,SELLABLE,SDA,Microwave,0
S8855671019866,สินค้าตัวโชว์ HAIER ตู้เย็น 1 ประตู Mini-Bar 1.7 คิว HR-50 สีเทาอ่อน,HR-50,DEMO,RF,1Dr,↓ 10Q
8855671023399,HAIER หม้อหุงข้าว 1.8 L HRC-M11801W สีชมพู,HRC-M11801W,SELLABLE,SDA,Rice Cooker,0
S8859474601426,สินค้าตัวโชว์ HAIER ตู้เย็น 1 ประตู 6.3 คิว  HR-DMBX18 CS สีเงิน,HR-DMBX18,DEMO,RF,1Dr,↓ 10Q
S8855671033718,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู รุ่น HRF-185MN (Fixed Speed) ขนาด 6.6 คิว สีดำ,HRF-185MN,DEMO,RF,2Dr,↓ 10Q
S8859474604687,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู รุ่น HRF-215MN (Fixed Speed) ขนาด 7.6 คิว สีดำ,HRF-215MN SS,DEMO,RF,2Dr,↓ 10Q
S8859474604694,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู รุ่น HRF-245MN (Fixed Speed) ขนาด 8.3 คิว สีดำ,HRF-245MN SS,DEMO,RF,2Dr,↓ 10Q
S8855671029100,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู ขนาด 10 คิว รุ่น HRF-285MNI สีเทา,HRF-285MNI,DEMO,RF,2Dr,10-14Q
S8859474603208,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู Inverter ขนาด 11.8 คิว รุ่น HRF-320MNI สีดำ,HRF-320MNI BK,DEMO,RF,2Dr,10-14Q
S8859474603215,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู 12.4 คิว  HRF-350MNI สีดำ,HRF-350MNI BK,DEMO,RF,2Dr,10-14Q
S8859474603819,สินค้าตัวโชว์ HAIER ตู้เย็น 4 ประตู ระบบ Inverter HRF-MD469GB ขนาด 16.1Q สีดำ,HRF-MD469G GB,DEMO,RF,Multi Dr,15-19Q
S8859474603802,สินค้าตัวโชว์ HAIER ตู้เย็น 4 ประตู ระบบ Inverter HRF-MD469M ขนาด 16.1Q สีดำ  ,HRF-MD469M MB,DEMO,RF,Multi Dr,15-19Q
S6901018091698,สินค้าตัวโชว์ HAIER ตู้เย็น 4 ประตู ระบบ Inverter HRF-MD679 GB Glass Black ขนาด 23.5Q สีดำ ,HRF-MD679GB,DEMO,RF,Multi Dr,20Q ↑
S6901018082399,สินค้าตัวโชว์ HAIER ตู้เย็น SBS 17Q รุ่น HRF-SBS490 สีดำด้าน,HRF-SBS490 SV,DEMO,RF,SBS,15-19Q
S8855671031493,สินค้าตัวโชว์ HAIER ตู้เย็น SIDE BY SIDE อินเวอร์เตอร์ ขนาด 21.7Q รุ่น HRF-SBS636MS สีดำ,HRF-SBS636 MS,DEMO,RF,SBS,20Q ↑
S8855671027267,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู ขนาด 6.5 คิว รุ่น HRF-THM18NS สีเทา,HRF-THM18NS,DEMO,RF,2Dr,↓ 10Q
8855671026734,HAIER ตู้เย็น 2 ประตู ขนาด 12.2 คิว HRF-THM35NS,HRF-THM35NS,SELLABLE,RF,2Dr,10-14Q
S8859474603697,สินค้าตัวโชว์ HAIER ตู้เย็น 1 ประตู ขนาด 5.3Q รุ่น HR-SD159F BE สีดำ,HR-SD159F BE,DEMO,RF,1Dr,↓ 10Q
S8859474603710,สินค้าตัวโชว์ HAIER ตู้เย็น 1 ประตู ขนาด 6.6Q รุ่น HR-SD199F BE สีดำ,HR-SD199F BE,DEMO,RF,1Dr,↓ 10Q
8855671027397,HAIER เครื่องปรับอากาศ 12000 BTU รุ่น HSU-12CQRA03T สีขาว,HSU-12CQRA03T,SELLABLE,AC,Fix Speed,12-13KBTU
8855671016735,HAIER เครื่องปรับอากาศ Inverter ขนาด 13000 BTU HSU-13VNR03T สีขาว,HSU-13VNR03T,SELLABLE,AC,Inverter,12-13KBTU
S8855671031776,สินค้าตัวโชว์ HAIER เครื่องซักผ้า 2 ถัง 13 kg รุ่น HTW130-1217BS,HTW130-1217BS,DEMO,WM,Twin Tub,10-14KG
S8855671031417,สินค้าตัวโชว์ HAIER เครื่องซักผ้า 2 ถัง 15 กก. รุ่น HTW150-1217BS,HTW150-1217BS,DEMO,WM,Twin Tub,15-19KG
S8855671025058,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาหน้า ขนาด 10 Kg. รุ่น HW100-BP14959S6 สี dark gray,HW100-BP14959S6,DEMO,WM,Front Load,10-14KG
S8855671025072,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาหน้า ขนาด 12kg  รุ่น HW120-BP14959S6  สี dark gray,HW120-BP14959S6,DEMO,WM,Front Load,10-14KG
S8855671026697,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาหน้า รุ่น HW150-BP14986ES9 สีดำ,HW150-BP14986ES9,DEMO,WM,Front Load,15-19KG
8855671018067,HAIER เครื่องซักผ้าฝาหน้า 8 kg. HW80-BP10829 สีขาว,HW80-BP10829,SELLABLE,WM,Front Load,↓ 10KG
8855671025041,HAIER เครื่องซักผ้าฝาหน้า ขนาด 8kg HW80-BP12929 สีขาว,HW80-BP12929,SELLABLE,WM,Front Load,↓ 10KG
8855671031479,HAIER เครื่องซักผ้า/อบผ้า 15/10Kg รุ่นHWD150-BP14986ES8U1,HWD150-BP14986ES8U1,SELLABLE,WM,FL Wash&Dry,15-19KG
S8855671029971,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาบน ขนาด 12 กิโล รุ่น HWM120-316S6 สีดำ,HWM120-316S6,DEMO,WM,Top Load,10-14KG
8855671020329,HAIER เครื่องซักผ้าหยอดเหรียญฝาบน 14kg HWM140-1701R(CB) สีขาว,HWM140-1701R(CB),SELLABLE,WM,Top Load,10-14KG
8855671022392,HAIER เครื่องซักผ้าฝาบน 14 Kg Top Load Fully Automatic HWM140-1701RS Self-Cleaning สีดำ,HWM140-1701RS,SELLABLE,WM,Top Load,10-14KG
S8855671029964,สินค้าตัวโชว์ Haier เครื่องซักผ้าฝาบน ขนาด 15กก. รุ่น HWM150-316S6 สีดำ,HWM150-316S6,DEMO,WM,Top Load,15-19KG
S8855671030205,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาบน ขนาด 16 kg. รุ่น HWM160-B278S6 สีดำ,HWM160-B278S6,DEMO,WM,Top Load,15-19KG
S8855671030212,สินค้าตัวโชว์ HAIER เครื่องซักผ้าฝาบน 18 กิโล รุ่น  HWM180-B278S6 สีดำ,HWM180-B278S6,DEMO,WM,Top Load,15-19KG
S8855671022484,สินค้าตัวโชว์ HAIER เครื่องซักผ้า 2 ถัง กึ่งอัตโนมัติ ขนาดWash 18 kg HWM-T180N2 สีเทา,HWM-T180N2,DEMO,WM,Twin Tub,15-19KG
8855671027298,HAIER ตู้แช่ไวน์ HAIER JC-116 49 ขวด 4.2Q สีดำ,JC-116,SELLABLE,FZ,Wine,49Bottle
6925876328789,HAIER โทรทัศน์ ดิจิตอล 32 นิ้ว LE32K6000 สีดำ,LE32K6000,SELLABLE,TV,FHD,↓ 43"
6925876327911,HAIER โทรทัศน์ 50 นิ้ว LE50K6500UA สีดำ,LE50K6500UA,SELLABLE,TV,FHD,43-50"
S8855671030236,สินค้าตัวโชว์ Haier ตู้แช่เครื่องดื่ม 3 ประตู ขนาด 37.6 คิว รุ่น SC-1065VC3 สีขาว,SC-1065VC3,DEMO,FZ,Beverage,20Q ↑
S8855671023061,สินค้าตัวโชว์ HAIER ตู้แช่เครื่องดื่ม 1 ประตู 14.6 คิว SC-412BC-V2 สีขาว,SC-412BC-V2,DEMO,FZ,Beverage,10-14.9Q
S8855671033442,สินค้าตัวโชว์ HAIER ตู้แช่เครื่องดื่ม 2 ประตู SC-763BC3 ขนาด 25.8 คิว สีขาว,SC-763BC3,DEMO,FZ,Beverage,20Q ↑
S8855671027311,สินค้าตัวโชว์ HAIER ตู้แช่แข็ง ฝากระจกโค้ง  ขนาด 9.2 คิว รุ่น SD-332DP สีขาว,SD-332DP,DEMO,FZ,Glass,↓ 10Q
8859474601365,HAIER ตู้เย็น 1 ประตู 5.2 คิว  HR-DMBX15 CS สีซิลเวอร์,HR-DMBX15 CS,SELLABLE,RF,1Dr,↓ 10Q
8859474601426,HAIER ตู้เย็น 1 ประตู 6.3 คิว HR-DMBX18 CS สีเงิน,HR-DMBX18 CS,SELLABLE,RF,1Dr,↓ 10Q
8855671023283,HAIER ไมโครเวฟ ขนาด 23 ลิตร HMW-M2301W สีขาว,HMW-M2301W,SELLABLE,SDA,Microwave,0
8855671026741,HAIER ตู้เย็น 2 ประตู ขนาด 7.2 คิว รุ่น RHT-199OLFI สีดำ,RHT199OLFI,SELLABLE,RF,2Dr,↓ 10Q
8855671028905,HAIER เครื่องซักผ้า 2 ถัง กึ่งอัตโนมัติ 10 กก. รุ่น HWM-T100 OXI สีเทา,HWM-T100 OXI,SELLABLE,WM,Twin Tub,10-14KG
8855671016797,HAIER เครื่องปรับอากาศ Inverter ขนาด 24000 BTU HSU-24VNR03T สีขาว,HSU-24VNR03T,SELLABLE,AC,Inverter,24KBTU↑
8859474603321,HAIER ตู้เย็น 4 ประตู INVERTER รุ่น HRF-MDM448 ขนาด 16.1Q สีดำ,HRF-MDM448 KS,SELLABLE,RF,Multi Dr,15-19Q
8855671018265,HAIER หม้อทอดไร้น้ำมัน ขนาด 2.5 ลิตร Air Fryer HAF-K25B2 สีดำ,HAF-K25B2,SELLABLE,SDA,Air Frier,0
8855671023269,HAIER ไมโครเวฟ ขนาด 20 ลิตร HMW-M2001W สีขาว,HMW-M2001W,SELLABLE,SDA,Microwave,0
8855671019279,HAIER เครื่องซักผ้าฝาบน 8 กก. HWM80-1708T สีเทาอ่อน,HWM80-1708T,SELLABLE,WM,Top Load,↓ 10KG
8855671027625,HAIER เครื่องปรับอากาศติดผนัง พรีเมียม Inverter ขนาด 18500 BTU รุ่น HSU-18VFRA03T สีขาว,HSU-18VFRA03T,SELLABLE,AC,Inverter,18KBTU
8855671024990,HAIER เครื่องปั่นอเนกประสงค์ ขนาด 1.5 ลิตร 500W HBL-3320,HBL-3320,SELLABLE,SDA,Blender,0
8855671022736,HAIER เครื่องทำน้ำอุ่น ขนาด 3500 วัตต์ EI35G1(S) Digital สีเทา,EI35G1(S),SELLABLE,WH,Digital,3500W
8855671020732,HAIER เครื่องซักผ้า 2 ถัง กึ่งอัตโนมัติ ขนาด 10.5 Kg HWM-T105N2,HWM-T105N2,SELLABLE,WM,Twin Tub,10-14KG
8855671023429,HAIER หม้อหุงข้าว1.8 L HRC-E11804B สีดำ,HRC-E11804B,SELLABLE,SDA,Rice Cooker,0
8855671021302,HAIER เครื่องปรับอากาศ ขนาด 9000 BTU HSU-09VNS03T(H) สีขาว,HSU-09VNS03T(H),SELLABLE,AC,Inverter,10KBTU↓
8855671022125,HAIER เครื่องปรับอากาศ Fix speed ขนาด 18000 BTU HSU-18CTB03T สีขาว,HSU-18CTB03T,SELLABLE,AC,Fix Speed,18KBTU
8855671015899,HAIER เครื่องปรับอากาศ Fix Speed ขนาด 13000 BTU HSU-13CTR03T(H) สีขาว,HSU-13CTR03T(H),SELLABLE,AC,Fix Speed,12-13KBTU
8855671025522,HAIER เครื่องปรับอากาศ Inverter ขนาด 18000 BTU HSU-18VTRA03T สีขาว,HSU-18VTRA03T,SELLABLE,AC,Inverter,18KBTU
S8855671025188,สินค้าตัวโชว์ HAIER เครื่องทำน้ำอุ่น ขนาด 3500 วัตต์ EI35A2(W) สีขาว,EI35A2(W),MOCK_UP,WH,Manual,3500W
6971926011538,HAIER ทีวี HD LED 32 นิ้ว LE32K9000T สีดำ,LE32K9000T,SELLABLE,TV,FHD,↓ 43"
8855671020640,HAIER เครื่องซักผ้าอบผ้า Front Load 525 series 12.8 KG HWD120-B14876U1 สีเทา,HWD120-B14876U1,SELLABLE,WM,FL Wash&Dry,10-14KG
8855671023276,HAIER ไมโครเวฟ ขนาด 20 ลิตร HMW-M2002S สีซิลเวอร์,HMW-M2002S,SELLABLE,SDA,Microwave,0
8936017277727,HAIER ตู้เย็น 2 ประตู ฟรีซล่าง INVERTER 9.2 คิว HRF-BM255MI สีซิลเวอร์,HRF-BM255MI,SELLABLE,RF,BM,↓ 10Q
6925876327133,HAIER โทรทัศน์ 4K 55 นิ้ว LE55K6500UA สีดำ,LE55K6500UA,SELLABLE,TV,UHD,55-58"
8855671017824,HAIER เครื่องปรับอากาศ Inverter ขนาด 13000 BTU HSU-13VFA03T สีขาว,HSU-13VFA03T,SELLABLE,AC,Inverter,12-13KBTU
8855671026048,HAIER เครื่องบดอาหาร HFP7723A,HFP7723A,SELLABLE,SDA,Food Processor,0
S8855671019231,สินค้าตัวโชว์ HAIER  ตู้เย็น 2 ประตู 7.4 คิว  HRF-THM20N สีซิลเวอร์,HRF-THM20NS,DEMO,RF,2Dr,↓ 10Q
S8855671019248,สินค้าตัวโชว์ HAIER  ตู้เย็น 2 ประตู 9.4 คิว  HRF-THM25N สีซิลเวอร์,HRF-THM25NS,DEMO,RF,2Dr,↓ 10Q
S6971926011446,สินค้าตัวโชว์ HAIER โทรทัศน์ 4K ANDROID 9.0 65 นิ้ว LE65K8000UA สีดำ,LE65K8000UA,DEMO,TV,UHD,55-58"
S8859474601365,สินค้าตัวโชว์ HAIER ตู้เย็น 1 ประตู 5.2 คิว รุ่น HR-DMBX15 CS สีซิลเวอร์,HR-DMBX15 CS,DEMO,RF,1Dr,↓ 10Q
S8855671026741,สินค้าตัวโชว์ HAIER ตู้เย็น 2 ประตู ขนาด 7.2 คิว รุ่น RHT-199OLFI สีดำ,RHT199OLFI,DEMO,RF,2Dr,↓ 10Q
8855671016704,HAIER เครื่องปรับอากาศ Inverter ขนาด 9489 BTU HSU-10VNR03T สีขาว,HSU-10VNR03T,SELLABLE,AC,Inverter,10KBTU↓
8855671028516,HAIER ตู้แช่เย็น 3 ประตู ขนาด 38.3 คิว รุ่น SC-165VC3 สีขาว,SC-165VC3,SELLABLE,FZ,Beverage,20Q ↑
8855671023030,HAIER ตู้เย็น 1 ประตู 6.7 8 คิว HR-HM18 PS สีเทา,HR-HM18 PS,SELLABLE,RF,1Dr,↓ 10Q
8855671025461,HAIER เครื่องปรับอากาศ Inverter ขนาด 9000 BTU HSU-09VTRA03T สีขาว,HSU-09VTRA03T,SELLABLE,AC,Inverter,10KBTU↓
8855671018746,HAIER เครื่องปรับกาศ Inverter ขนาด 9000 BTU HSU-09VNS03T สีขาว,HSU-09VNS03T,SELLABLE,AC,Inverter,10KBTU↓
8855671018029,HAIER เครื่องซักผ้าฝาหน้า10 กก.  HW100-BP14826 สีขาว,HW100-BP14826,SELLABLE,WM,Front Load,10-14KG
8855671018777,HAIER เครื่องปรับอากาศ Inverter ขนาด 11400 BTU HSU-12VNS03T สีขาว,HSU-12VNS03T,SELLABLE,AC,Inverter,12-13KBTU
8855671021395,HAIER เครื่องปรับอากาศ ขนาด 24000 BTU HSU-24VNS03T(H) สีขาว,HSU-24VNS03T,SELLABLE,AC,Inverter,24KBTU↑
8855671022316,HAIER เครื่องปรับอากาศ Inverter ขนาด 15000 BTU  HSU-15VNS03T(H) สีขาว,HSU-15VNS03T(H),SELLABLE,AC,Inverter,15KBTU
8855671022453,HAIER ตู้เย็น 2 ประตู ขนาด 12.2Q HRF-THM36I สีเทา,HRF-THM36I,SELLABLE,RF,2Dr,10-14Q
8855671014960,HAIER ตู้เย็น 4 ประตู INVETER ขนาด 16.0 คิว HRF-456GG สีทอง,HRF-MD456 GG,SELLABLE,RF,Multi Dr,15-19Q
8855671027595,HAIER เครื่องปรับอากาศติดผนัง พรีเมียม Inverter ขนาด 12500 BTU รุ่น HSU-13VFRA03T สีขาว,HSU-13VFRA03T,SELLABLE,AC,Inverter,12-13KBTU
8855671024259,Haier เครื่องปรับอากาศสี่ทิศทาง รุ่น HCSI-48BSR32 สีขาว,HCSI-48BSR32,SELLABLE,CAC,CASSETTE,0
8855671021333,HAIER เครื่องปรับอากาศ ขนาด 12000 BTU HSU-12VNS03T(H) สีขาว,HSU-12VNS03T(H),SELLABLE,AC,Inverter,12-13KBTU
8855671017299,HAIER ตู้เย็น 2 ประตู  INVETER ขนาด 9.4 คิว  HRF-TMB26I สีเทา,HRF-TMB26I DS,SELLABLE,RF,2Dr,↓ 10Q
8855671020091,Haier เครื่องปรับอากาศตั้งแขวน Gale Cool Plus HCFI-40CSR32,HCFI-40CSR32,SELLABLE,CAC,CEILING,0
6925876328192,HAIER ทีวี ดิจิตอล ขนาด 43 นิ้ว LE43K6000 สีดำ,LE43K6000,SELLABLE,TV,FHD,43-50"
6971926011446,HAIER ทีวี 65 นิ้ว LED 4K UHD Android 9.0 LE65K8000UA สีดำ,LE65K8000UA,SELLABLE,TV,UHD,55-58"
8855671022156,"HAIER เครื่องปรับอากาศ Fix speed ขนาด 24,000 BTU HSU-24CTB03T สีขาว",HSU-24CTB03T,SELLABLE,AC,Fix Speed,24KBTU↑
8855671026529,HAIER ตู้แช่แข็งฝาทึบ ขนาด 15.2 คิว  HCF-478DP สีขาว,HCF-478DP,SELLABLE,FZ,Chest,15-19.9Q
8855671017084,HAIER เครื่องปรับอากาศ Fix speed 9000 BTU HSU-09CTB03T สีขาว,HSU-09CTB03T,SELLABLE,AC,Fix Speed,10KBTU↓
8855671015929,HAIER เครื่องปรับอากาศ Fix Speed ขนาด 18000 BTU HSU-18CTR03T(H) สีขาว,HSU-18CTR03T(H),SELLABLE,AC,Fix Speed,18KBTU
